18,Awesome new app\, so far so good.,US,2014-07-15 04:36:00,5,Gottaloveit420!,Great... Love it,427932542,
19,Love recording sound bites of where I am and what I'm doing .,US,2014-07-14 21:52:00,5,M19876,Fun!,427932542,
2605,I absolutely LOVE this app! So many things to add to your photos. Waiting to buy the premium platinum package.,US,2014-11-30 04:32:00,5,xxmobear,A+,674208785,
2606,I like the app for all the things it can do with pictures BUT everytime I try to save the picture\, it crashes! It's so annoying! If they fix this\, then I'll give it 5 stars,US,2014-11-29 03:06:00,1,Grly489,Crashes,674208785,
2607,I have purchased several in-app purchases and I expected way more elements than I ended up with. I spent somewhere around $10 and got maybe 12 elements for like\, $1.99 each. I would like a refund for all of the things I purchased.,US,2014-11-27 00:43:00,1,Country4Life5033,Very Disappointed,674208785,
2608,I love how functional\, friendly and creative this app is. The cons is that it makes me want to have all the goodies (packages) offered of course for an additional fee ;),US,2014-11-25 22:49:00,5,Jolie LeSage,Awesome App,674208785,
2609,Fun app to use.,US,2014-11-25 15:27:00,5,digitalversus,Great app!,674208785,
2610,Needs a back button.  Sometimes I lose what I'm doing and can't get back.,US,2014-11-25 09:33:00,4,Lottoloco,Amazing but ui could use a little help,674208785,
2611,Amazing & beautiful graphics! Keep them coming please & thank you ❤️!!!,US,2014-11-25 03:30:00,5,Michelle N Mark,I love this app!,674208785,
2612,This app has so much potential however I'm so sick of editing a picture and this app crashes half way through\, leaving me to start all over again. I have spent money in this app on several occasions before the problem started. Giving me huge buyers remorse. NOT happy..,US,2014-11-24 15:51:00,2,Kerrie@8,Sooo much force closing!,674208785,
2613,this is a good app,US,2014-11-23 23:38:00,5,eunicexxxxxxxxxxx,Nice,674208785,
2614,I love it,US,2014-11-21 16:28:00,5,Mom81,The best,674208785,
2615,So many options and effects!,US,2014-11-21 05:54:00,5,Kykyflores,Definitely an app you want,674208785,
2616,The BEST! Hands down. Leaps and bounds above other apps.,US,2014-11-20 15:55:00,5,To Pastors,Phenomenal,674208785,
2617,I've forsaken every other photo text/design app on my phone for this. I love the endless graphics and options to make my pictures unique.  I've recommended it to all my friends and family and everyone loves it.,US,2014-11-20 11:47:00,4,KemishaRoxanne,Love it!,674208785,
2618,This app is awesome! I can't believe it is free! It won't be for long I'm sure!!!,US,2014-11-19 17:46:00,5,She-Baby,LOVE IT,674208785,
2619,One of the best app for photos I've downloaded. Soooo many options! ❤️,US,2014-11-19 05:24:00,5,HannahTexas,Heck yeah!,674208785,
2620,I loved this app & am so sad it doesn't work since the most recent update!! I can't get it to do anything at the home screen & when I get in through the theme screen it crashes!!! Please fix it!!,US,2014-11-18 04:38:00,1,Sad iPhone Photgrapher,Please fix my favorite app!!,674208785,
2621,Love the design choices. Very cute. ,US,2014-11-17 07:33:00,5,8eeb££,Better than most,674208785,
2622,Wonderful about sums it up.,US,2014-11-17 05:30:00,5,Cllaird,LOVE THIS APP,674208785,
2623,Before I would have to download at least three apps to have a collage maker\, photo borders\, stickers\, and text. With this app I get everything and more variety than most apps I've seen. I especially enjoy the minimal pop up ads.,US,2014-11-16 14:26:00,5,FocheesieJuleeze,Well rounded app,674208785,
2624,I love this app\, and use it often. But this new update has a major issue. Whenever I first open it\, it will not let me physically get beyond the create tab. It only opens up the camera option. Create tab with sub settings of photo or collage have no function when touched and I remain at the home screen. Please fix this! I miss using this app.,US,2014-11-16 03:27:00,3,Calzop,Fix the error at start up plz!,674208785,
2625,Love this app!!!!!,US,2014-11-15 22:18:00,5,pearl5609helen,Awesome,674208785,
2626,Absolutely love the ease of this app to create collages.,US,2014-11-15 20:49:00,5,NoniLynn2,Easy To Use Collage,674208785,
2627,This app has been groundbreaking since it first came out but with the most recent upgrades the options and content are limitless. The experience section is awesome and I know my children will enjoy it when we go to Disney world next year!,US,2014-11-14 16:17:00,5,Glockdb40,Best app in the market,674208785,
2628,I love the app. It is so much fun\, and it is easy to use.,US,2014-11-13 21:58:00,5,Madeline.L,Love it,674208785,
2629,This is the only review I have ever taken the time to write. This app is a wonderful surprise. Basic enough for beginner types in graphics. So many free options not just a free 'teaser' app.Great Job!Thank you!!,US,2014-11-13 20:04:00,5,sammers247424,Great!!,674208785,
2630,Highly recommend!,US,2014-11-13 16:27:00,5,Wendy Spencer,Easy with awesome results!,674208785,
2631,Easy to use straight from your phone. Takes pics to the next level in seconds!,US,2014-11-13 00:38:00,5,Meldail,Great app,674208785,
2632,I love the app. It's easy to use and has lots of options. I had a question for tech support and I received a quick response! I would highly recommend.,US,2014-11-12 12:09:00,5,Myapplereviews,Great App and tech support,674208785,
2633,I cannot even open this app to register?? Please help!,US,2014-11-12 00:20:00,2,AshesLen,Cannot open,674208785,
2634,Great app! I use it all the time,US,2014-11-11 22:12:00,5,Leanne897,Love this app,674208785,
2635,I love all of the choices the app gives you for grams and effects. I recommend it for anyone! Clearly the best app I have used.,US,2014-11-11 20:42:00,5,cheesynerd,Love it!,674208785,
2636,I love this app.. It's really helpful but when I tap on create and then photo nothing shows up so its like the app only wants me to capture..,US,2014-11-11 16:36:00,2,EdibleBrick,Not so happy..,674208785,
2637,There are just so many ways to make your picture stand out and look better with this app I love it. Especially the text messages that you can put on top of the picture.,US,2014-11-11 13:51:00,5,Kingdove2001,Awesome,674208785,
2638,Omg I love this app I just bought the platinum package in so excited!!!,US,2014-11-11 03:29:00,5,MrsAllen08,Love it!!!,674208785,
2639,Love this app BUT since the update it won't let me do anything now! It shuts off every time I try to see the preview it won't let me save or anything now\, please fix it!!!!!,US,2014-11-10 18:06:00,2,Connie Costello,Love it BUT,674208785,
2640,The app is pretty cold! Is fun to add designs to pictures. You can also add you own text if you want.,US,2014-11-10 02:47:00,5,Ette22,Pretty cool,674208785,
2641,Love love love love love this ap!!!!!!,US,2014-11-09 23:41:00,5,Hayleesmom92851,Love,674208785,
2642,I loooove this app. There are so many cute things you can do\, quotes & sayings you can add.,US,2014-11-08 23:26:00,5,Caribbean Nic,The BEST picture app!!!,674208785,
2643,The Photofy App is great and I love the way you can make your pictures special and give them unique style.,US,2014-11-08 03:06:00,5,Peanut n Sondra,I love the Photofy App,674208785,
2644,Has lots to do with photos! Always fun!,US,2014-11-07 23:13:00,4,MsJennifer9,Love it!,674208785,
2645,Amazed at how many options this app has. It's like all of my favorite photo apps in one!!!,US,2014-11-07 20:40:00,5,sunsttar,Best photo app!!!,674208785,
2646,Lots of stickers\, frames\, etc\, etc! Love it!,US,2014-11-07 20:31:00,5,Ibzsupernova,Awesome,674208785,
2647,Juggling kids and my growing licensing business is a full time job x2.  This app let's me create my social media posts in minutes for both my brand artwork and (my a-hem\, darling) boys while I'm sitting idle in the carpool line.  And it looks like I created the posts in Photoshop...sweet!   Thanks\, Photofy\, for making me look like superwoman;),US,2014-11-07 15:24:00,5,Denise Albright,Calling all Multi-tasking women...a must-have app!,674208785,
2648,Love this app a lot of different options to choose from but sometime it freezes and closes app on me in the middle of creating my photo.,US,2014-11-06 17:57:00,4,Rockstarsgirl,Love it!! But sometimes freezes.,674208785,
2649,I really do love this app a lot,US,2014-11-06 16:00:00,5,Munchkinbby-momma-of2,Awesome,674208785,
2650,It won't let me register by email (or Facebook). Get error messages.,US,2014-11-06 03:06:00,4,JElleP9,Won't let me register.,674208785,
2651,This app is awesome!  It allows my creativity to soar...so many choices for changing it up!  And best of all\, it's FREE!  The add ins aren't necessary\, but totally worth it :),US,2014-11-05 19:55:00,5,xxoojka,Love it!!!!!,674208785,
2652,I love it if you like scarp book this you would like if you get this its wroth to pay for it.,US,2014-11-04 03:48:00,5,Cooney34,Best App,674208785,
2653,I really love photofy. I use it for piccollage. (If I have piccollage follow me: AwkwardSilence) But one bad thing about this app is: I was working in a collage for 30 minutes and I pressed the button for it to save. But the app crashed! And nothing saved. That happened multiple times to me. When I worked to hard in my collage. :'(,US,2014-11-03 21:25:00,4,Adorable times,Good\, but ANNOYING,674208785,
2654,This is a great app with many options to make your pictures look great. I love that you can post instantly to all social media sites at once. My pictures look great. There are enough options that you don't have to purchase in app things. Some of the purchase packages are really great too. Yes download this app!,US,2014-11-03 03:37:00,5,TCUGIRLY,I ❤️ Photofy App,674208785,
2655,This app is so much fun creating pictures. It is worth the price to add packages Fun Fun Fun,US,2014-11-02 18:35:00,5,Marcy Long,I love this app,674208785,
2656,Best photo editing app EVER!!!,US,2014-11-02 16:53:00,5,Ejoblueeyes,Get. It. Now!!!,674208785,
2657,Was surprise by all the awesome features and options. Just would like to have more travel options to choose from.,US,2014-11-02 01:58:00,5,Love Creating,Great App!!,674208785,
